Page,Users,Sessions,Users % of Total,Pageviews,Unique Pageviews,Entrances,Bounce Rate
/catalog/profile/http://orcid.org/0000-0002-1615-3963,1,0,0.000462,3,1,0,null
/catalog/view/urn:uuid:1ff420a1-26de-49a0-afbd-49fd1344956c,1,1,0.000462,1,1,1,0
/catalog/quality/urn:uuid:712712c8-f1be-4877-b5de-921b9f6eb899,1,0,0.000462,1,1,0,null
/catalog/view/doi:10.5065/D6VT1Q8M,1,1,0.000462,1,1,1,1
/catalog/view/doi:10.18739/A23P7N,1,0,0.000462,1,1,0,null
/catalog/view/urn:uuid:b6c03099-ed86-484a-8595-77d6355c27ac,1,0,0.000462,2,1,0,null
/catalog/view/urn:uuid:9823c3be-4d5f-40fc-bfd6-7a39a4817b4c,1,1,0.000461,1,1,1,1
/catalog/view/urn:uuid:af178f8a-bbab-4ee6-8e27-ac822a7ec422,1,0,0.000461,2,1,0,null
/catalog/view/doi:10.18739/A2DJ58G78,1,1,0.000461,2,2,1,1
/catalog/view/doi:10.18739/A2307R,1,1,0.000461,1,1,1,1
/catalog/view/doi:10.18739/A2BC3SX57,1,1,0.000461,1,1,1,1
/catalog/submit/urn:uuid:c8117335-4246-4617-affd-25048448e364,1,0,0.000461,1,1,0,null
/catalog/view/doi:10.18739/A2HH6C610,1,1,0.000461,1,1,1,1
/catalog/view/https://pasta.lternet.edu/package/metadata/eml/knb-lter-arc/10531/6,1,1,0.000461,1,1,1,1
/catalog/view/doi:10.5065/D6KW5D6Q,1,1,0.000461,1,1,1,1
/catalog/view/doi:10.5065/D69G5K0G,1,1,0.00046,1,1,1,1
/ arctic report card portal,1,0,0.00046,1,1,0,null
/catalog/view/resource_map_doi:10.18739/A2J678X65,1,1,0.00046,1,1,1,1
/catalog/view/doi:10.5065/D6W9578G,1,1,0.00046,1,1,1,1
/catalog/view/doi:10.5065/D68W3BHC,1,1,0.00046,1,1,1,1
/catalog/view/urn:uuid:56a42c91-8c36-4fe6-bc6d-f38f684ed984,1,1,0.00046,1,1,1,1
/catalog/view/doi:10.5065/D69P2ZTQ,1,1,0.00046,1,1,1,1
/catalog/view/doi:10.18739/A2TQ5RF0P,1,1,0.00046,1,1,1,1
/catalog/view/doi:10.5065/D6TT4P1W,1,1,0.00046,1,1,1,1
/catalog/view/urn:uuid:88f0a5cb-75e2-4639-859f-2eed5e7ef1d0,1,1,0.000459,1,1,1,1
/catalog/view/urn:uuid:1747d61b-b433-4d82-8f55-f8d2abc71b53.,1,1,0.000459,1,1,1,1
/catalog/view/doi:10.18739/A27Q1Z,1,1,0.000459,1,1,1,1
/catalog/view/doi:10.18739/A2CC0TT7F,1,1,0.000459,1,1,1,1
/catalog/view/doi:10.18739/A2PM2B,1,1,0.000459,1,1,1,1
/catalog/view/urn:uuid:bd1dfd05-bdc9-4ad3-a1af-e518cdeb9995,1,1,0.000459,1,1,1,0
/catalog/view/doi:10.18739/A2TH3X,1,1,0.000459,1,1,1,1
/catalog/view/doi:10.5065/D6NV9GD1,1,1,0.000459,1,1,1,1
/catalog/view/doi:10.18739/A20P0WQ7M,1,1,0.000459,1,1,1,1
/portals,1,0,0.000459,1,1,0,null
/catalog/view/doi:10.5065/D63776T5,1,1,0.000458,1,1,1,1
/catalog/view/urn:uuid:bed40d87-9e29-4276-bf83-011a5edb9df5,1,0,0.000458,9,3,0,null
/catalog/view/doi:10.18739/A21N7XN1V,1,1,0.000458,1,1,1,0
/catalog/view/doi:10.18739/A26H4CQ53,1,0,0.000458,1,1,0,null
/catalog/quality/urn:uuid:7f3b6b80-d437-468d-8bb2-105c5ad78df4,1,0,0.000458,1,1,0,null
/catalog/view/urn:uuid:ffcfabe0-6730-4a39-a0a4-9d4f2d3db4e2,1,0,0.000458,3,1,0,null
/catalog/view/doi:10.18739/A2HW8T,1,1,0.000458,1,1,1,1
/catalog/view/doi:10.18739/A2D50FX9F,1,1,0.000458,1,1,1,1
/catalog/view/doi:10.18739/A2J085,1,1,0.000458,1,1,1,1
/catalog/view/doi:10.5065/D61C1V2N,1,1,0.000457,1,1,1,1
/catalog/view/doi:10.18739/A2PS9Q,1,1,0.000457,1,1,1,1
/catalog/view/doi:10.5065/D60K26RW,1,1,0.000457,1,1,1,1
/catalog/view/urn:uuid:1afc726a-42c9-4913-810a-f7c8fba58c51.,1,1,0.000457,1,1,1,1
/catalog/view/urn:uuid:df9fec9f-c01d-4286-94ad-4dd46ada66d9.,1,1,0.000457,1,1,1,1
/catalog/view/urn:uuid:588158a9-0c02-4f9d-9641-a3046024a47f,1,0,0.000457,1,1,0,null
/catalog/view/urn:uuid:6141ece4-6e12-49c7-840d-37b7aa26e55e,1,1,0.000457,1,1,1,0
/catalog/view/dcx_0215447d-9c22-49dc-bf4c-0f967bc9b0b7_0,1,0,0.000457,1,1,0,null
/catalog/view/doi:10.18739/A2319S36M,1,0,0.000457,1,1,0,null
/catalog/view/urn:uuid:cc7dbf02-50b8-4217-939c-c877ada558da,1,1,0.000456,1,1,1,1
/catalog/view/dcx_5b679470-3c19-4787-b31b-47988007089c_2,1,1,0.000456,1,1,1,1
/catalog/view/doi:10.18739/A2R785P7V,1,1,0.000456,1,1,1,1
/catalog/submit/urn:uuid:086679ba-b623-4171-8ab6-1743e724b91e,1,0,0.000456,1,1,0,null
/catalog/view/doi:10.18739/A2B60B,1,0,0.000456,1,1,0,null
/catalog/submit/urn:uuid:816cdb6f-60b7-4c1b-a5e2-221d5701bc8e,1,0,0.000456,1,1,0,null
/catalog/view/doi:10.18739/A2KG08,1,1,0.000456,1,1,1,1
/catalog/view/doi:10.18739/A2HD7NS8N,1,1,0.000456,1,1,1,1
/catalog/view/doi:10.18739/A2PV6B72H,1,1,0.000456,1,1,1,1
/catalog/view/urn:uuid:6d0b76f1-48e7-4aa5-bf16-dff5f9a55867,1,1,0.000456,1,1,1,1
/catalog/view/doi:10.18739/A2DC12,1,1,0.000455,1,1,1,1
/catalog/view/doi:10.5065/D6PV6HGH,1,1,0.000455,1,1,1,1
/catalog/view/doi:10.18739/A2WS8HM1Z,1,1,0.000455,1,1,1,0
/catalog/view/doi:10.5065/D6QZ283H,1,1,0.000455,1,1,1,1
/catalog/view/urn:uuid:1206fffb-637f-4ce2-93c4-b5ac79637cc4,1,0,0.000455,8,2,0,null
/catalog/view/doi:10.18739/A2H241,1,1,0.000455,1,1,1,1
/catalog/view/doi:10.18739/A2VD02,1,0,0.000455,1,1,0,null
/catalog/profile/http://orcid.org/0000-0002-6907-0213,1,0,0.000455,5,5,0,null
/catalog/view/doi:10.18739/A2DF6K36X,1,0,0.000455,2,1,0,null
/catalog/view/urn:uuid:6e3f5d59-9c3d-4a2c-bbe1-beb56fc38850,1,1,0.000455,1,1,1,1
/catalog/view/urn:uuid:369360f1-e223-4525-8cd0-94ed524b0395.,1,1,0.000454,1,1,1,1
/catalog/view/doi:10.18739/A2TZ55,1,1,0.000454,1,1,1,1
/catalog/submit/doi:10.18739/A2ZC7RV70,1,0,0.000454,1,1,0,null
/catalog/view/doi:10.18739/A2JH3D23R,1,1,0.000454,2,1,1,0
/catalog/view/doi:10.5065/D6445JP1,1,1,0.000454,1,1,1,1
/catalog/view/resource_map_urn:uuid:a58edf13-0a41-43d7-b1da-4f63124301c7,1,1,0.000454,3,1,1,0
/catalog/view/urn:uuid:240c1f5f-0a50-4850-af8a-756a7f0f02a6,1,1,0.000454,1,1,1,1
/catalog/view/urn:uuid:5465f53c-a5f6-42e5-91bc-473245f7ed87,1,0,0.000454,2,1,0,null
/catalog/view/doi:10.18739/A2BS4Q,1,1,0.000454,1,1,1,1
/catalog/profile/http://orcid.org/0000-0003-2192-431X,1,0,0.000453,1,1,0,null
/catalog/view/doi:10.18739/A2C80B,1,1,0.000453,1,1,1,1
/catalog/view/doi:10.18739/A2X54S,1,1,0.000453,1,1,1,1
/catalog/view/doi:10.18739/A23338,1,0,0.000453,1,1,0,null
/catalog/quality/doi:10.18739/A2QB9J,1,1,0.000453,1,1,1,1
/catalog/view/doi:10.5065/D60863GG,1,1,0.000453,1,1,1,1
/catalog/view/doi:10.18739/A2Z229,1,1,0.000453,1,1,1,1
/catalog/view/doi:10.18739/A2H98ZD4V,1,1,0.000453,1,1,1,1
/catalog/view/urn:uuid:00d2e142-228e-4722-8f12-d054606e3869,1,0,0.000453,1,1,0,null
/catalog/view/doi:10.18739/A2K52X,1,1,0.000453,1,1,1,1
/catalog/view/doi:10.5065/D6BR8QC8,1,1,0.000452,1,1,1,1
/catalog/view/doi:10.18739/A25717N98,1,1,0.000452,1,1,1,1
/catalog/view/doi:10.5065/D6H70D0Z,1,1,0.000452,1,1,1,1
/catalog/view/doi:10.5065/D6P55KN9,1,1,0.000452,1,1,1,1
/catalog/view/doi:10.18739/A29C14,1,1,0.000452,1,1,1,1
/catalog/view/doi:10.18739/A22Z12Q3H,1,1,0.000452,1,1,1,1
/catalog/view/doi:10.5065/D69C6VKR,1,2,0.000452,2,2,2,1
/blog/2020/06/bringing-arctic-data-into-undergraduate-classrooms/,1,1,0.000452,1,1,1,1
/catalog/view/doi:10.18739/A2WD3Q21K,1,1,0.000452,1,1,1,1
/catalog/view/doi:10.18739/A28W38299,1,1,0.000452,1,1,1,1
/catalog/data/mode=list,1,0,0.000451,1,1,0,null
/catalog/view/doi:10.5065/D6DB7ZW0,1,1,0.000451,1,1,1,1
/catalog/view/dcx_ece0f80b-4bdf-4a4a-92a4-4bd9b3865b8f_2,1,1,0.000451,1,1,1,1
/catalog/view/urn:uuid:aed734e0-132f-4e1d-aa64-eed047a88919,1,0,0.000451,3,3,0,null
/catalog/profile/http://orcid.org/0000-0002-0571-2600,1,1,0.000451,2,1,1,0
/catalog/view/doi:10.18739/A23775V89,1,1,0.000451,1,1,1,1
/catalog/view/doi:10.5067/UTAV7490FEPB,1,1,0.000451,1,1,1,1
/catalog/view/doi:10.18739/A2C824F31,1,1,0.000451,1,1,1,1
/catalog/view/doi:10.18739/A27G2X,1,1,0.000451,1,1,1,0
/catalog/submit/urn:uuid:0c76d8bd-1c58-4c3c-ae8e-74bbb7239fa5,1,0,0.000451,1,1,0,null
/catalog/view/doi:10.5065/D68G8HVP,1,1,0.00045,1,1,1,1
/catalog/view/doi:10.5065/D6NZ85N3,1,1,0.00045,1,1,1,1
/catalog/view/doi:10.5065/D6Z31WTJ,1,1,0.00045,1,1,1,1
/catalog/data/page/17,1,0,0.00045,1,1,0,null
/portal,1,0,0.00045,1,1,0,null
/news/2016/06/data-science-opportunities/,1,1,0.00045,1,1,1,0
/catalog/view/urn:uuid:44a0dd17-85c6-40cd-a64f-d8a5dbf81a39,1,0,0.00045,1,1,0,null
/catalog/submit/urn:uuid:cea74f6b-c417-4be8-8cb9-5fc431b7c68f,1,0,0.00045,2,1,0,null
/catalog/view/doi:10.18739/A27H1DK9T,1,1,0.00045,1,1,1,1
/catalog/view/doi:10.5065/D63X84TM,1,1,0.000449,1,1,1,1
/catalog/view/urn:uuid:6469b5be-d058-4418-b4b5-73465d306ee4,1,0,0.000449,4,1,0,null
/catalog/view/doi:10.5065/D67D2S7N,1,1,0.000449,1,1,1,1
/catalog/view/doi:10.18739/A2TC1S,1,1,0.000449,1,1,1,1
/news/2019/07/2019-arctic-data-center-data-science-trainings/,1,0,0.000449,1,1,0,null
/catalog/view/doi:10.18739/A2VC2G,1,1,0.000449,1,1,1,0
/catalog/view/doi:10.18739/A24Q7QQ69,1,1,0.000449,1,1,1,1
/catalog/view/urn:uuid:6de8f8b6-3352-4d6e-822d-20098570b269,1,1,0.000449,1,1,1,1
/catalog/view/urn:uuid:a1c0809e-419e-474d-a00e-9ab17364abf2,1,1,0.000449,1,1,1,1
/catalog/view/urn:uuid:09cf1d01-4828-4c03-a2bb-0adfd39f776b,1,0,0.000449,3,2,0,null
/catalog/view/doi:10.18739/A2GF0MW8Z,1,1,0.000448,1,1,1,1
/catalog/portals/greentracs.,1,1,0.000448,1,1,1,1
/catalog/view/urn:uuid:6ab8ea76-b99a-4e52-9e96-132815337820,1,0,0.000448,1,1,0,null
/catalog/view/doi:10.18739/A2WZ5S,1,1,0.000448,1,1,1,1
/catalog/view/doi:10.5065/D6C827G1,1,1,0.000448,1,1,1,1
/catalog/portals/arcticreportcard/Metrics,1,0,0.000448,1,1,0,null
/catalog/view/doi:10.5065/D6222RV9,1,1,0.000448,1,1,1,1
/catalog/view/doi:10.18739/A2DR2P87G,1,1,0.000448,1,1,1,1
/catalog/view/doi:10.18739/A27659G47,1,1,0.000448,1,1,1,1
/catalog/submit/urn:uuid:1d74e61a-ad8c-411a-a204-0b9a04ce860c,1,1,0.000448,1,1,1,1
/catalog/view/urn:uuid:e07e99ba-3fff-4a2c-8f6b-ca66b9320f79.,1,1,0.000448,1,1,1,1
/catalog/view/urn:uuid:60fced85-aeb3-4dcb-82a3-f1e51cf1279a,1,0,0.000447,2,1,0,null
/catalog/profile/http://orcid.org/0000-0003-4276-0609,1,0,0.000447,1,1,0,null
/catalog/view/resource_map_doi:10.18739/A26S5V,1,0,0.000447,5,1,0,null
/catalog/submit/urn:uuid:1afc726a-42c9-4913-810a-f7c8fba58c51,1,0,0.000447,1,1,0,null
/catalog/view/doi:10.5065/D6NV9GB4,1,1,0.000447,1,1,1,1
/catalog/view/doi:10.18739/A2K06X20S,1,1,0.000447,1,1,1,1
/catalog/view/doi:10.5065/D6VM49FZ,1,1,0.000447,1,1,1,1
/catalog/view/urn:uuid:1130ee88-9d13-4711-b03a-c3a364f2f80b,1,1,0.000447,1,1,1,1
/catalog/profile/http://orcid.org/0000-0001-5490-7124/s=settings/s=portals,1,2,0.000447,8,6,2,0.5
/catalog/view/doi:10.18739/A2CJ87M03,1,1,0.000447,1,1,1,1
/catalog/view/doi:10.18739/A2M61BQ36,1,1,0.000446,1,1,1,1
/catalog/view/urn:uuid:8ee6acf1-5ae6-4842-aee5-f1ad687b8de7,1,1,0.000446,1,1,1,1
/catalog/view/doi:10.18739/A25Q1B,1,1,0.000446,1,1,1,1
/catalog/view/resource_map_doi:10.18739/A2DJ58G59,1,0,0.000446,7,3,0,null
/catalog/edit/portals/warming_and_irradiance_measurements_in_the_arctic,1,0,0.000446,4,1,0,null
/catalog/view/doi:10.18739/A27659F1B,1,0,0.000446,1,1,0,null
/catalog/view/resource_map_urn:uuid:4f7b1b29-c528-4781-986f-12fb9a7a5b23,1,0,0.000446,1,1,0,null
/catalog/view/urn:uuid:ea3e5f88-b23a-4d41-8961-136432a9d863,1,1,0.000446,2,1,1,0
/catalog/view/doi:10.18739/A2F231,1,1,0.000446,1,1,1,1
/catalog/view/doi:10.18739/A2CF9J675,1,1,0.000446,2,2,1,0
/catalog/view/doi:10.18739/A2M902320,1,0,0.000445,2,1,0,null
/catalog/view/doi:10.5065/D6319SZP,1,1,0.000445,1,1,1,1
/catalog/view/doi:10.5065/D6TD9VDN,1,1,0.000445,1,1,1,1
/catalog/view/urn:uuid:c07bc193-6991-4155-b9e8-befe15665e04,1,0,0.000445,2,1,0,null
/catalog/portals/urn:uuid:de2b3e44-3901-4f9b-ade8-9e8e494847c3,1,1,0.000445,1,1,1,0
/catalog/profile/http://orcid.org/0000-0001-7369-1891/s=settings/s=portals,1,0,0.000445,1,1,0,null
/catalog/view/urn:uuid:28371d8b-589a-4dd7-9136-d0f12eab887c,1,0,0.000445,1,1,0,null
/catalog/view/urn:uuid:c2880c4d-bf71-4fef-b2b1-747d5fef3161,1,0,0.000445,1,1,0,null
/catalog/view/urn:uuid:9361710f-0086-4526-ac8c-cb1bfb612793,1,1,0.000445,1,1,1,1
/redirect.html?link=http://gravatar.com/paracetamol500mgcomprarparaguay,1,1,0.000445,1,1,1,1
/catalog/view/urn:uuid:88a49846-7b1f-43ff-8b58-928fa4366ccc,1,1,0.000444,1,1,1,1
/catalog/view/doi:10.18739/A2KK94D0R,1,1,0.000444,1,1,1,1
/catalog/view/arctic-data.14454.1,1,1,0.000444,1,1,1,1
/catalog/view/doi:10.5067/MEASURES/CRYOSPHERE/nsidc-0533.001,1,1,0.000444,1,1,1,1
/catalog/view/doi:10.5065/D65H7DC6,1,1,0.000444,1,1,1,1
/catalog/view/urn:uuid:6e169b64-fafe-4268-b4ba-0ac4aea26410,1,0,0.000444,1,1,0,null
/catalog/view/doi:10.18739/A29P2W61J,1,2,0.000444,3,3,2,0.5
/catalog/view/doi:10.5065/D67D2S9J,1,1,0.000444,1,1,1,1
/catalog/view/doi:10.18739/A24746R6K,1,0,0.000444,1,1,0,null
/catalog/quality/doi:10.18739/A2901ZF74,1,1,0.000444,2,1,1,0
/catalog/view/doi:10.18739/A2M64B,1,1,0.000444,2,1,1,0
/catalog/view/doi:10.18739/A2JV7D,1,1,0.000443,1,1,1,1
/catalog/view/esource_map_urn:uuid:53c8bcca-a737-4705-8a83-7ede2a5538bd,1,0,0.000443,1,1,0,null
/catalog/view/doi:10.5065/D6QR4V8G,1,1,0.000443,1,1,1,1
/catalog/view/urn:uuid:1cb6f464-6859-4728-97ad-b393a64b72ba,1,1,0.000443,1,1,1,1
/catalog/view/doi:10.18739/A2QN5ZC14,1,1,0.000443,1,1,1,1
/catalog/view/doi:10.22008/promice/data/ice_discharge/d/v02,1,1,0.000443,1,1,1,1
/catalog/view/doi:10.5065/D6H993BT,1,1,0.000443,2,2,1,1
/catalog/view/doi:10.5065/D66T0JS0,1,1,0.000443,1,1,1,1
/?s=Barrow_Atqasuk_ARCSS_Plant,1,0,0.000443,1,1,0,null
/catalog/view/doi:10.18739/A2DZ0320P,1,0,0.000443,2,1,0,null
/catalog/view/doi:10.5065/D6T151V7,1,1,0.000442,1,1,1,1
/catalog/view/doi:10.5065/D6KP8095,1,1,0.000442,1,1,1,1
/catalog/view/doi:10.18739/A29H38,1,1,0.000442,1,1,1,1
/catalog/view/urn:uuid:ba03c5e3-17ea-4cd4-a853-f6e08394f661,1,1,0.000442,3,1,1,0
/catalog/view/doi:10.18739/A2K35MD82,1,1,0.000442,1,1,1,1
/catalog/view/doi:10.5065/D6GM85GV,1,1,0.000442,1,1,1,1
/catalog/view/urn:uuid:07d9870c-965a-4174-b446-18a712c5f3da,1,1,0.000442,1,1,1,1
/catalog/view/doi:10.18739/A26D5PC08,1,1,0.000442,1,1,1,1
/catalog/view/resource_map_urn:uuid:3adf7094-799c-4558-a04a-71ca1fd4b71d,1,0,0.000442,2,1,0,null
/catalog/view/urn:uuid:87fdbb1e-cd3a-4021-b870-00ccefcef7c0.,1,1,0.000442,1,1,1,1
/catalog/view/resource_map_urn:uuid:a64c1c21-8415-409b-a84d-ae5e96a26f67,1,0,0.000442,3,1,0,null
/catalog/view/doi:10.5065/D6M61H96,1,1,0.000441,1,1,1,1
/catalog/view/doi:10.18739/A2VD6P558,1,1,0.000441,1,1,1,1
/catalog/view/doi:10.5065/D6N29V1Q,1,1,0.000441,1,1,1,1
/catalog/view/doi:10.18739/A2J38KH99,1,1,0.000441,1,1,1,1
/catalog/view/urn:uuid:d11ab4a8-4ea0-4d5d-9aa4-2e5919a73c81,1,1,0.000441,1,1,1,1
/catalog/view/doi:10.18739/A27837,1,1,0.000441,1,1,1,1
/catalog/view/doi:10.18739/A2MG7FW3Q,1,1,0.000441,1,1,1,1
/catalog/view/doi:10.18739/A2N37R,1,1,0.000441,1,1,1,0
/catalog/view/doi:10.5065/D66H4FKG,1,1,0.000441,1,1,1,1
/catalog/portals/greentracs,1,0,0.000441,1,1,0,null
/catalog/view/doi:10.18739/A26W9D,1,1,0.00044,1,1,1,1
/catalog/view/doi:10.18739/A2V97ZR7H,1,3,0.00044,4,4,3,1
/catalog/view/resource_map_doi:10.18739/A2G90M,1,0,0.00044,6,1,0,null
/catalog/view/doi:10.18739/A2PV5W,1,1,0.00044,1,1,1,1
/catalog/view/urn:uuid:d84faab9-2ce6-4ae5-85d5-8943f7842109,1,0,0.00044,2,1,0,null
/catalog/view/doi:10.5065/D62J6902,1,0,0.00044,1,1,0,null
/catalog/view/urn:uuid:fa8875a7-eabe-469f-b3cc-410f46e639bd,1,0,0.00044,6,1,0,null
/catalog/view/resource_map_doi:10.18739/A2M30S,1,1,0.00044,1,1,1,1
/catalog/portals/dbo/Metrics,1,0,0.00044,1,1,0,null
/catalog/view/doi:10.18739/A2MT1D,1,1,0.00044,1,1,1,1
/catalog/view/doi:10.18739/A2M32N989,1,1,0.00044,1,1,1,1
/catalog/view/doi:10.18739/A2GT5FG5R,1,1,0.000439,1,1,1,1
/catalog/view/doi:10.18739/A2XR6D,1,1,0.000439,1,1,1,1
/catalog/view/doi:10.18739/A2JZ49,1,1,0.000439,1,1,1,1
/catalog/view/doi:10.18739/A2J52M,1,1,0.000439,1,1,1,1
/catalog/view/urn:uuid:1dbce438-c6de-4248-8510-3e015429578c,1,1,0.000439,1,1,1,1
/catalog/view/doi:10.5065/D61C1TZW,1,1,0.000439,1,1,1,1
/catalog/view/doi:10.18739/A2052N,1,1,0.000439,1,1,1,1
/catalog/view/doi:10.18739/A2CZ3253W,1,0,0.000439,1,1,0,null
/catalog/view/doi:10.5065/D6668BBH,1,1,0.000439,1,1,1,1
/catalog/view/doi:10.18739/A2XP6V369,1,0,0.000439,1,1,0,null
/catalog/view/urn:uuid:402b7706-6b3f-4b20-acd2-c9c6c885e484,1,0,0.000439,3,1,0,null
/catalog/view/doi:10.5065/D62F7KHF,1,1,0.000438,1,1,1,1
/catalog/view/resource_map_doi:10.18739/A26D5P99Q,1,1,0.000438,1,1,1,1
/catalog/view/doi:10.18739/A2BK16P8T,1,0,0.000438,1,1,0,null
/catalog/view/doi:10.5065/D66M34XW,1,1,0.000438,1,1,1,1
/catalog/view/doi:10.18739/A22918,1,0,0.000438,1,1,0,null
/catalog/view/doi:10.5065/D6J67F4S,1,1,0.000438,1,1,1,1
/catalog/view/resource_map_urn:uuid:426fe1a1-3774-4404-90ad-6381b47ffc4b,1,0,0.000438,1,1,0,null
/catalog/view/doi:10.5065/D6ZW1J2G,1,0,0.000438,1,1,0,null
/catalog/view/doi:10.5065/D6NG4NQF,1,1,0.000438,1,1,1,1
/catalog/view/doi:10.18739/A25X25D1Q,1,1,0.000438,1,1,1,1
/catalog/view/doi:10.5065/D6DV1H19,1,1,0.000438,1,1,1,1
/catalog/view/dcx_f867c22b-5085-4573-8d12-468f9441e919_2,1,1,0.000437,1,1,1,1
/catalog/view/urn:uuid:22c54bc8-a60b-4b46-af47-85ef77a044ee,1,1,0.000437,1,1,1,1
/catalog/view/urn:uuid:0c25b81a-a4ac-42bd-87c1-3c2443cf25eb,1,0,0.000437,3,2,0,null
/catalog/view/urn:uuid:41267bf8-ac94-4312-95b1-7f8a2f6cee1a,1,0,0.000437,2,1,0,null
/catalog/view/doi:10.18739/A2445HC6Q,1,1,0.000437,1,1,1,1
/catalog/view/doi:10.5065/D6PC30HS,1,1,0.000437,1,1,1,1
/catalog/view/doi:10.18739/A23F90,1,1,0.000437,1,1,1,1
/catalog/view/doi:10.18739/A2X911,1,0,0.000437,2,1,0,null
/blog/2019/05/dataset-highlight-learning-from-the-hunters-in-savoonga-with-dr-henry-huntington/,1,1,0.000437,1,1,1,1
/catalog/view/urn:uuid:dfd2eb16-7037-4400-ae2c-e199425bd337,1,0,0.000437,3,1,0,null
/catalog/view/doi:10.5065/D6QF8R02,1,1,0.000437,1,1,1,1
/catalog/view/doi:10.5065/D6W0942Z,1,1,0.000436,1,1,1,1
/catalog/view/doi:10.18739/A2QZ22H71,1,1,0.000436,1,1,1,1
/catalog/portals/toolik/Metrics,1,0,0.000436,1,1,0,null
/catalog/view/urn:uuid:b1b976b1-82a8-4733-9dab-4ce0ce7b6d05,1,0,0.000436,2,1,0,null
/catalog/view/urn:uuid:540fe989-3351-46bf-8cac-b4daf37f8149,1,0,0.000436,2,1,0,null
/drafts,1,0,0.000436,1,1,0,null
/catalog/view/doi:10.18739/A2GH9B927,1,1,0.000436,1,1,1,1
/catalog/view/doi:10.18739/A20P0WR0P,1,0,0.000436,1,1,0,null
/news/2017/02/proposals/,1,0,0.000436,1,1,0,null
/catalog/view/urn:uuid:8b2653cc-d0e8-4b9e-a008-11154430f8a4,1,1,0.000436,1,1,1,1
/catalog/quality/urn:uuid:353f197e-12fc-43b7-9841-aeccafaf78f0,1,0,0.000436,1,1,0,null
/catalog/view/doi:10.18739/A2154DP6J,1,1,0.000435,1,1,1,1
/tag/portals/,1,0,0.000435,2,1,0,null
/catalog/quality/doi:10.18739/A2PR7MV5P,1,0,0.000435,1,1,0,null
/catalog/view/urn:uuid:cadb90aa-ec45-4ab2-9471-11c89de89160,1,0,0.000435,2,1,0,null
/catalog/view/doi:10.5065/D65Q4T8R,1,1,0.000435,1,1,1,1
/portals/report-card,1,0,0.000435,1,1,0,null
/catalog/view/dcx_e4ffe517-9a3a-4b6c-ac31-cb078428229b_2,1,1,0.000435,1,1,1,1
/catalog/view/urn:uuid:c283e37f-3026-48c0-b097-5eaccbaf7541,1,1,0.000435,1,1,1,1
/catalog/view/doi:10.18739/A25S92,1,1,0.000435,1,1,1,1
/catalog/view/urn:uuid:96c07351-6212-490e-adef-e1eaa40554c9,1,1,0.000435,1,1,1,1
/catalog/view/doi:10.5065/D6Q81B7V,1,1,0.000435,1,1,1,1
/catalog/view/doi:10.18739/A2RX93D67,1,1,0.000434,1,1,1,1
/catalog/view/doi:10.18739/A2125Q90S,1,0,0.000434,1,1,0,null
/catalog/view/doi:10.18739/A2K31V,1,1,0.000434,1,1,1,1
/catalog/view/doi:10.5065/D67P8WG2,1,1,0.000434,1,1,1,1
/catalog/view/urn:uuid:1d74e61a-ad8c-411a-a204-0b9a04ce860c,1,0,0.000434,1,1,0,null
/catalog/view/urn:uuid:101ec479-c171-47b2-94da-67b802fcb106,1,1,0.000434,1,1,1,1
/catalog/view/doi:10.5065/D6222RTV,1,1,0.000434,1,1,1,1
/catalog/view/doi:10.18739/A29D37,1,1,0.000434,1,1,1,1
/catalog/view/doi:10.5065/D6TB1508,1,1,0.000434,1,1,1,1
/catalog/quality/doi:10.18739/A2736M31X,1,1,0.000434,1,1,1,0
/catalog/view/urn:uuid:482c85b3-9a5f-4a99-b41b-d62cbf729170,1,1,0.000434,1,1,1,1
/catalog/view/doi:10.18739/A26T0GW4P,1,1,0.000434,1,1,1,1
/catalog/view/doi:10.18739/A2KW57K19,1,0,0.000433,3,1,0,null
/catalog/view/doi:10.18739/A27P8TD50,1,1,0.000433,1,1,1,1
/catalog/view/doi:10.5065/D6KK98V0,1,1,0.000433,1,1,1,1
/catalog/view/resource_map_urn:uuid:8c3e5875-4a28-4cf3-9e5d-e35660f53a8f,1,0,0.000433,1,1,0,null
/catalog/view/doi:10.18739/A2DF6K38W,1,1,0.000433,1,1,1,1
/catalog/view/urn:uuid:8e8ffac1-f74d-4d67-a269-cd268844418f.,1,1,0.000433,1,1,1,1
/catalog/view/doi:10.5065/D63N21GV,1,1,0.000433,1,1,1,1
/catalog/view/urn:uuid:c6b05369-e60c-49ed-a722-d5466f3983ee,1,1,0.000433,2,2,1,0
/catalog/submit/urn:uuid:df9fec9f-c01d-4286-94ad-4dd46ada66d9,1,0,0.000433,1,1,0,null
/catalog/view/doi:10.5065/D6H41PK7,1,1,0.000433,1,1,1,1
/catalog/view/doi:10.18739/A2G15TB43,1,1,0.000433,1,1,1,1
/catalog/view/resource_map_urn:uuid:336087d2-a468-43f8-bae7-4d9af29c4baf,1,1,0.000432,6,2,1,0
/catalog/view/doi:10.18739/A2V698C33,1,1,0.000432,1,1,1,0
/catalog/view/doi:10.18739/A26Q1SH6S,1,1,0.000432,1,1,1,1
/catalog/view/urn:uuid:7b5de370-a58c-4ffc-a180-480262ed0010,1,0,0.000432,1,1,0,null
/catalog/view/doi:10.18739/A24T6F34M,1,0,0.000432,1,1,0,null
