Page,Users,Sessions,Users_%_of_Total,Pageviews,Unique_Pageviews,Entrances,Bounce_Rate
/catalog/view/urn:uuid:23788a18-d849-47a8-8d2e-bde46b39cfc0,1,0,0.000123,2,1,0,null
/view/doi:10.18739/A2DC7B,1,0,0.000123,1,1,0,null
/view/resource_map_doi:10.18739/A25840,1,0,0.000123,2,1,0,null
/view/urn:uuid:dc23bd35-df07-4272-8fd2-9a3941fc7759,1,1,0.000123,16,5,1,1
/catalog/submit/urn:uuid:7c80dc7c-bd94-4031-b6b6-fe0dcb71577c,1,0,0.000123,1,1,0,null
/catalog/view/doi:10.18739/A2QC1V,1,0,0.000123,1,1,0,null
/view/urn:uuid:b10219bc-5aae-4205-a023-8b1f7be98c57,1,0,0.000123,3,2,0,null
/catalog/view/urn:uuid:b4d92d76-fa24-4f1f-bf6a-708b6394183e,1,0,0.000123,3,1,0,null
/view/resource_map_urn:uuid:404ce699-0a33-4f8e-931c-bdd0538f0d26,1,0,0.000123,1,1,0,null
/catalog/view/urn:uuid:2273a99b-3c8e-45e0-b81e-affa53180d88,1,0,0.000123,4,1,0,null
/view/resource_map_doi:10.18739/A20D3F,1,0,0.000123,2,2,0,null
/catalog/view/urn:uuid:a2e902fc-a524-42f5-a0bb-91b5742594a1,1,0,0.000123,2,2,0,null
/catalog/view/urn:uuid:0305bb78-a321-43d2-8de9-92150466bc3d,1,0,0.000123,1,1,0,null
/index.html?q=5,1,0,0.000123,1,1,0,null
/catalog/view/urn:uuid:29d0e0c5-3dee-4bba-b786-058f935eedc4,1,0,0.000123,1,1,0,null
/catalog/view/urn:uuid:9c76c127-3c2f-4937-92d1-0eb6405bb3b3,1,0,0.000123,1,1,0,null
/?s=hydrisphere,1,0,0.000123,1,1,0,null
/catalog/submit/urn:uuid:c9b3a2cc-3eb5-4e1e-b751-c63bf1a29658,1,0,0.000123,2,1,0,null
/?customize_changeset_uuid=d5a7b3f4-983c-4d80-b571-250837b2ae18&customize_theme=aurora&customize_messenger_channel=preview-30,1,0,0.000123,1,1,0,null
/view/arctic-data.9657.1).,1,1,0.000123,1,1,1,0
/catalog/view/doi:10.18739/A2SW55,1,1,0.000123,1,1,1,1
/catalog/view/https://pasta.lternet.edu/package/metadata/eml/knb-lter-arc/20003/8,1,1,0.000123,1,1,1,1
/catalog/quality/urn:uuid:e360d11b-ef0d-4663-bfbf-c23c87135651,1,0,0.000123,1,1,0,null
/catalog/view/urn:uuid:4e712f99-ca41-4b17-8831-389d6002bc57,1,0,0.000123,10,2,0,null
/catalog/submit/urn:uuid:d633bb6e-17f9-4a5c-81d7-855dc360cd4c,1,0,0.000123,1,1,0,null
/catalog/submit/urn:uuid:7571527a-62c3-472d-8698-3cad98b3ea5e,1,0,0.000123,1,1,0,null
/view/urn:uuid:72888f02-8b9f-4d9a-b58d-b4adde4df911,1,0,0.000123,2,1,0,null
/catalog/profile/http://orcid.org/0000-0003-0078-8873,1,0,0.000123,2,1,0,null
/catalog/view/urn:uuid:6d7506e4-711c-472c-bbf5-91638d17fe5c.,1,1,0.000123,1,1,1,1
/view/urn:uuid:0f6bbcb8-093f-4c65-bb54-c3cd5bfde6d2,1,0,0.000123,2,1,0,null
/view/resource_map_doi:10.18739/A2697S,1,0,0.000123,1,1,0,null
/metacatui/view/doi:10.18739/A2WS8HK7D,1,0,0.000123,1,1,0,null
/catalog/view/doi:10.18739/A23N20D4Q,1,0,0.000123,3,3,0,null
/catalog/view/urn:uuid:3591e344-9d9b-4191-a78c-fea00e321326,1,0,0.000123,3,1,0,null
/view/resource_map_doi:10.18739/A2J06D,1,0,0.000123,3,3,0,null
"/catalog/view/arctic-data.14585.3""",1,0,0.000123,2,2,0,null
/catalog/view/doi:10.18739/A2J36F,1,1,0.000123,1,1,1,1
/catalog/view/arctic-data.9868.1,1,0,0.000123,1,1,0,null
/catalog/view/urn:uuid:4c4d4290-83e3-4087-8d0e-abba3f8ac6b3,1,1,0.000123,2,2,1,0
/view/urn:uuid:3bc49c88-6ce4-401c-a801-80675fc6530e,1,0,0.000123,2,1,0,null
/catalog/view/urn:uuid:da5bec73-0629-445c-b050-12101b7ca2d5,1,0,0.000123,7,1,0,null
/catalog/submit/urn:uuid:37ff5863-3ad9-4ebd-a9d9-d6a001812980,1,0,0.000123,1,1,0,null
/view/urn:uuid:cd92cf2d-886a-48c5-8b90-409f21b234c8,1,0,0.000123,1,1,0,null
/view/doi:10.18739/A2V600,1,0,0.000123,2,1,0,null
/catalog/view/resource_map_urn:uuid:d8936a1d-1636-4a7a-8eff-666ec1df4f64,1,0,0.000123,1,1,0,null
/view/arctic-data,1,1,0.000123,1,1,1,1
/catalog/view/urn:uuid:a86e57ad-aa48-4870-b5a6-2336d79109e9,1,0,0.000123,1,1,0,null
/catalog/view/https:/pasta.lternet.edu/package/metadata/eml/knb-lter-arc/20055/2,1,1,0.000123,10,1,1,0
/view/urn:uuid:27208a24-6fa0-4ebd-beba-dfbdda4815a7,1,0,0.000123,3,1,0,null
/catalog/view/urn:uuid:b823834b-92b8-45e7-b0b3-c326531bb273,1,0,0.000123,5,2,0,null
/view/urn:uuid:61f1e4cf-87e2-45b8-ba92-ca0b4f052eba,1,0,0.000123,3,1,0,null
/catalog/submit/urn:uuid:69a6b44a-5230-4869-b0e3-ddd16d1129c3,1,0,0.000123,1,1,0,null
/catalog/view/urn:uuid:e7030a57-3453-4527-bb08-84a90d89a6d0,1,0,0.000123,2,1,0,null
/catalog/submit/urn:uuid:588158a9-0c02-4f9d-9641-a3046024a47f,1,0,0.000123,1,1,0,null
/catalog/view/resource_map_urn:uuid:20fa3299-827b-491d-ba71-01c09da4c7bb,1,0,0.000123,1,1,0,null
/catalog/d1/mn/v2/meta/doi:10.18739/A2BG2H890,1,0,0.000123,1,1,0,null
/view/doi:10.18739/A2DW4C,1,0,0.000123,3,2,0,null
/share/modify/arctic-data.14656.2,1,1,0.000123,2,1,1,0
/share/modify/doi:10.18739/A25D5R,1,0,0.000123,1,1,0,null
/share/modify/testUpdateSystemMetadata_MutableAccessPolicy_201632311015118,1,0,0.000123,4,1,0,null
/view/resource_map_urn:uuid:595dcc66-e4c1-45b8-9259-425ea49b4ca2,1,0,0.000123,3,1,0,null
/view/urn:uuid:b09995d4-5506-421e-88c5-4114ded33e79,1,0,0.000123,5,1,0,null
/share/modify/urn:uuid:fd0d4c63-04d8-4ebb-91b1-2aeaea5dfc2b,1,0,0.000123,1,1,0,null
/catalog/view/resource_map_doi:10.18739/A2ZS2KD7B,1,0,0.000123,1,1,0,null
/catalog/quality/doi:10.18739/A24J09X55,1,0,0.000123,1,1,0,null
/share/modify/arctic-data.14652.1,1,0,0.000123,1,1,0,null
/catalog/quality/urn:uuid:c6e81d5b-de81-42d1-8c75-0d333b4ebe93,1,0,0.000123,1,1,0,null
/catalog/view/urn:uuid:b6ab71c9-becf-4f9f-bd22-6a541f8543a9,1,0,0.000123,3,1,0,null
/view/urn:uuid:38705ed2-47d0-4b91-bb76-d6d9c2aeb283,1,0,0.000123,1,1,0,null
/view/arctic-data.9834.1.,1,0,0.000123,1,1,0,null
/view/arctic-data.9421.2,1,0,0.000123,1,1,0,null
/training/?fbclid=IwAR3jyQhXyWk_M3wKmE6hDZ_O-JDfRQ3N40hchR3HfroieV26PorHfxwxdpE,1,1,0.000123,1,1,1,1
/catalog/view/urn:uuid:cea3cff4-b156-4978-9792-0b7bdb624062,1,0,0.000123,1,1,0,null
/catalog/quality/doi:10.18739/A2CZ3253W,1,0,0.000123,1,1,0,null
/catalog/view/doi:10.18739/A2PG1HP36,1,0,0.000123,2,1,0,null
/?fbclid=IwAR1Fob7UgiG1O16DFTUy_S-BaPvehCt4mQPrStDKoBmP5R_YJ8bqPSU6upU,1,1,0.000123,1,1,1,1
/catalog/quality/doi:10.18739/A22W2H,1,0,0.000123,1,1,0,null
/quality/P1_2017101231133352,1,0,0.000123,1,1,0,null
/view/resource_map_doi:10.18739/A2PP7X,1,0,0.000123,1,1,0,null
/catalog/submit/urn:uuid:4ff702cd-edcb-42d7-a7b9-d5b59554a15a,1,0,0.000123,1,1,0,null
/view/urn:uuid:6038110e-3039-41ea-9a8a-22f87a52c750,1,0,0.000123,2,1,0,null
/catalog/submit/urn:uuid:fb3e410d-edc7-495d-932b-cd65b3856f19,1,0,0.000123,2,1,0,null
/catalog/view/doi:10.18739/A2RG4B,1,0,0.000123,1,1,0,null
/catalog/view/urn:uuid:170f1614-90f1-4438-9f8f-9030429d51da,1,0,0.000123,1,1,0,null
/catalog/quality/urn:uuid:b922afc6-7e20-42d3-8081-fae0e3a8ebb7,1,0,0.000123,1,1,0,null
/?page_id=823&preview=true&customize_changeset_uuid=233ad646-a98d-4b4b-817c-292062bd97ef&customize_theme=aurora&customize_messenger_channel=preview-0,1,0,0.000123,1,1,0,null
/catalog/submit/urn:uuid:1b3a123a-a1fc-449a-9971-a9fd29dd962d,1,0,0.000123,1,1,0,null
/view/urn:uuid:09f8f5b3-1d9c-4ae9-9a91-8b4403535c0f,1,0,0.000123,1,1,0,null
/share/modify/urn:uuid:5dfcff27-09a2-4394-9490-a8f173e1495b,1,0,0.000123,2,1,0,null
/view/urn:uuid:70b98213-d727-4c43-9d28-ec6afeec6385,1,0,0.000123,2,1,0,null
/catalog/view/doi:10.18739/A2V53S,1,0,0.000123,1,1,0,null
/catalog/view/doi:10.18739/A2Q23R06H,1,1,0.000123,1,1,1,1
/contact/Steven F Oberbauer/project.html,1,2,0.000123,2,2,2,0
/catalog/view/urn:uuid:de0a944c-162f-4d6d-9809-c509c6693b10,1,0,0.000123,4,1,0,null
/view/ess-dive-85d8c564333cbd0-20180406T191211551911,1,0,0.000123,1,1,0,null
/catalog/view/urn:uuid:5e19d81a-4429-4769-b4d9-baca194844cd,1,0,0.000123,6,2,0,null
/share/modify/arctic-data.10053.1,1,0,0.000123,1,1,0,null
/catalog/submit/doi:10.18739/A2R49G913,1,0,0.000123,1,1,0,null
/view/urn:uuid:f6c48e62-38c8-40ea-aa33-1e7c6fc6b089,1,0,0.000123,1,1,0,null
/view/urn:uuid:a2f8e0e8-afda-47bf-b2d0-012257160a77,1,0,0.000123,8,3,0,null
/catalog/view/doi:10.18739/A2Q012,1,0,0.000123,1,1,0,null
/view/doi:10.18739/A29R8K,1,0,0.000123,2,2,0,null
/catalog/view/urn:uuid:88f20467-1db1-47f1-bd74-9e29d04b720a,1,0,0.000123,1,1,0,null
/catalog/view/urn:uuid:e3fde3ce-1db7-4771-903e-1e535c3ea9f0,1,0,0.000123,4,1,0,null
/catalog/view/urn:uuid:de933ba1-0743-42de-8ba9-e25df1b61ccb,1,0,0.000123,3,1,0,null
/catalog/view/urn:uuid:9561de35-bb9a-4f1c-9bc6-6cc5344926a3,1,1,0.000123,3,3,1,0
/share/modify/arctic-data.13891.2,1,0,0.000123,1,1,0,null
/submit/ess-dive-aa6e33480c133b0-20180623T150415257,1,0,0.000123,1,1,0,null
/view/doi:10.18739/A2255D,1,0,0.000123,9,3,0,null
/catalog/view/urn:uuid:7a7a5146-d080-47dc-8e6c-e5d1b347ccba,1,0,0.000123,1,1,0,null
/view/doi:10.18739/A2N61H,1,0,0.000123,1,1,0,null
/catalog/view/urn:uuid:0e0b7bd7-def7-4c05-b290-f156119b0524,1,0,0.000123,1,1,0,null
/view/resource_map_urn:uuid:37f5b5b8-4156-43a0-a504-39cd573ef25c,1,0,0.000123,1,1,0,null
/catalog/profile/http://orcid.org/0000-0003-4418-4246,1,0,0.000123,1,1,0,null
/view/urn:uuid:f66e0357-3c70-40f3-8431-953ef1666882,1,0,0.000123,1,1,0,null
/catalog/view/resource_map_doi:10.18739/A2MD5S,1,0,0.000123,2,2,0,null
/view/urn:uuid:4160a4f7-3f8b-4abd-8109-edcec4aba2d5,1,0,0.000123,5,1,0,null
/catalog/view/urn:uuid:c6b1a936-d6d4-41bc-bfd6-9eb2dc634ecd,1,0,0.000123,3,1,0,null
/view/urn:uuid:b7ff0533-d4f4-4aed-b91f-1c3d06cdacaa,1,0,0.000123,10,2,0,null
/?p=2015&preview=true&_thumbnail_id=2017,1,0,0.000123,14,1,0,null
/catalog/view/doi:10.5065/D6W37TB3,1,0,0.000123,2,2,0,null
/catalog/view/urn:uuid:4b208ba5-8693-4d55-b182-7a2c500d4c89,1,0,0.000123,3,1,0,null
/view/urn:uuid:e6848976-dd95-4ade-a3eb-189ab3cfc007,1,0,0.000123,4,1,0,null
/catalog/view/urn:uuid:31c61d8c-28dc-4496-9d4c-f439bbb34378,1,0,0.000123,1,1,0,null
/catalog/view/urn:uuid:ea252abe-9180-425e-b792-a686245e88d2,1,0,0.000123,3,1,0,null
/catalog/submit/urn:uuid:f971cf25-ed73-412d-bd52-98f84b3845c0,1,0,0.000123,1,1,0,null
/view/urn:uuid:288309f0-2fd7-42ae-b308-80963fcdc3a4,1,1,0.000123,6,4,1,0
/catalog/profile/http://orcid.org/0000-0002-2721-1532,1,0,0.000123,1,1,0,null
"/view/""https:/doi.org/10.5061/dryad.p3g8r54?ver=2018-06-06T22:05:49.815+00:00""",1,0,0.000123,1,1,0,null
/catalog/view/resource_map_doi:10.18739/A24V5X,1,0,0.000123,1,1,0,null
/catalog/view/urn:uuid:fb785518-e1dd-4ac5-ba67-4d39889711eb,1,0,0.000123,3,1,0,null
/catalog/quality/doi:10.18739/A2610VR7Z,1,0,0.000123,1,1,0,null
/catalog/view/10.18739/A28C9R366,1,0,0.000123,1,1,0,null
/catalog/view/urn:uuid:abd72a9d-3caa-43af-b65f-625ed31154e1,1,0,0.000123,1,1,0,null
/view/urn:uuid:ee879f22-2d19-49c9-a1a0-938f577ee319,1,0,0.000123,6,1,0,null
/submit/ess-dive-4a00bbe8403ec29-20180326T201432836,1,0,0.000123,1,1,0,null
/view/resource_map_doi:10.18739/A2F59B,1,0,0.000123,1,1,0,null
/download/fileDownload.htm?logicalFileId=8be2e9a2-8a56-11e1-aeba-00c0f03d5b7c,1,0,0.000123,1,1,0,null
/catalog/view/urn:uuid:f79fe934-ae64-4891-b962-d02b1166f016,1,0,0.000123,7,1,0,null
/catalog/view/doi:10.18739/A2M03XW92,1,0,0.000123,1,1,0,null
/?preview_id=81&preview_nonce=0af65108be&preview=true,1,0,0.000123,2,1,0,null
/profile/http://orcid.org/0000-0003-0490-6451,1,0,0.000123,2,2,0,null
/view/resource_map_urn:uuid:ff7b9006-a7f7-4642-96ec-f2ba5da2b223,1,0,0.000123,1,1,0,null
/catalog/submit/urn:uuid:bcb9748f-ab4b-4a1a-918f-05bd13b15e14,1,0,0.000123,1,1,0,null
/submit/ess-dive-90aa20e293b5f17-20180605T102925853062,1,0,0.000123,1,1,0,null
/catalog/quality/urn:uuid:ff3c35f1-4bbf-4d2c-8ab3-b8e4873a846a,1,0,0.000123,1,1,0,null
/view/urn:uuid:3dcc8610-2213-4855-b80a-a9967bcf1ae0,1,0,0.000123,3,2,0,null
/catalog/submit/urn:uuid:7d455554-8742-435f-bae0-5b10cc9eb3c5,1,0,0.000123,1,1,0,null
/view/doi:10.18739/A2JR8R,1,0,0.000123,9,3,0,null
/view/urn:uuid:55f6ff7c-cada-45ff-bffd-1caf3f530431,1,0,0.000123,2,1,0,null
/view/urn:uuid:156cfdf7-ae07-48fb-948c-b271f0980b1b,1,0,0.000123,1,1,0,null
/catalog/view/urn:uuid:96a14d60-3b17-47a5-b664-8805106439d0,1,0,0.000123,5,4,0,null
/catalog/view/urn:uuid:20e5c18e-a611-4c15-bdbc-24ecfced6d69,1,0,0.000123,3,1,0,null
/catalog/submit/urn:uuid:9bd1cda7-96a0-49fa-bb29-b7fa7c5bbd05,1,0,0.000123,3,2,0,null
/view/autogen.2016111514365530342,1,0,0.000123,6,1,0,null
/catalog/submit/urn:uuid:cd9241f3-94bb-44f9-a47e-3046232d6ed2,1,0,0.000123,1,1,0,null
/catalog/view/resource_map_urn:uuid:a41ce7fa-6c84-4694-b22f-5e2dbbf50806,1,0,0.000123,1,1,0,null
/submit/doi:10.18739/A2754K,1,0,0.000123,2,2,0,null
/catalog/view/doi:10.18739/A2J88X,1,0,0.000123,1,1,0,null
/catalog/view/arctic-data.9964.1,1,0,0.000123,1,1,0,null
/view/urn:uuid:ffab4004-d009-42c8-a4d0-91173fbb95dd,1,0,0.000123,6,1,0,null
/catalog/view/urn:uuid:2889ac77-5f43-4dc5-b7db-60d3fdfcb229,1,0,0.000123,6,2,0,null
/view/urn:uuid:33058a46-0430-444a-aba0-a8f2f64d40d0,1,0,0.000123,3,2,0,null
/share/modify/doi:10.18739/A2X87Z,1,0,0.000123,1,1,0,null
/profile/http://orcid.org//0000-0002-7894-1519,1,0,0.000123,1,1,0,null
/catalog/quality/doi:10.18739/A23K5V,1,0,0.000123,1,1,0,null
/submit/ess-dive-1cb9db69e01faca-20180716T183056239144,1,0,0.000123,1,1,0,null
/view/urn:uuid:05f719ec-1fc0-49fc-92b4-f3ae2276937d,1,0,0.000123,3,1,0,null
/catalog/view/resource_map_urn:uuid:4e899b33-cfcb-4db5-8552-abbb65a23d57,1,0,0.000123,1,1,0,null
/catalog/view/arctic-data.10035.1,1,0,0.000123,1,1,0,null
/catalog/view/doi:10.18739/A28K74X2W,1,0,0.000123,3,1,0,null
/share/modify/arctic-data.14789.1,1,1,0.000123,2,2,1,0
/catalog/view/resource_map_urn:uuid:0ec83570-75bb-4031-a95f-7cdaa77bf267,1,0,0.000123,1,1,0,null
/catalog/view/resource_map_doi:10.18739/A21N7XM5B,1,0,0.000123,1,1,0,null
/catalog/view/doi:10.18739/A2BZ61863,1,0,0.000123,2,2,0,null
/view/ess-dive-635844288aba421-20180330T192816713,1,0,0.000123,2,1,0,null
/catalog/view/doi:10.18739/A2MB7V,1,0,0.000123,2,1,0,null
/catalog/view/doi:10.18739/A2930NV7F,1,0,0.000123,2,1,0,null
/catalog/view/resource_map_doi:10.18739/A2JB90,1,0,0.000123,1,1,0,null
/catalog/submit/urn:uuid:3d54ee69-9f95-4094-84fa-690603549743,1,0,0.000123,1,1,0,null
/catalog/submit/urn:uuid:5082762f-2e33-459d-b02e-8a9cd40ba39e,1,0,0.000123,1,1,0,null
/employment-opportunities/?preview_id=1533&preview_nonce=42b411ee70&preview=true,1,0,0.000123,2,1,0,null
/view/urn:uuid:13ac2a42-ff77-448d-ae31-fb619744c27f,1,0,0.000123,1,1,0,null
/view/urn:uuid:a3571d8c-86ed-4caf-b7bb-84dfdbb91eea,1,0,0.000123,1,1,0,null
/view/doi:10.18739/A27Q3Q,1,0,0.000123,3,2,0,null
/view/doi:10.18739/A20217,1,0,0.000123,1,1,0,null
/view/resource_map_urn:uuid:2b4e4174-4e4b-4a46-8ab0-cc032eda8269,1,2,0.000123,2,2,2,0.5
/quality/doi:10.5065/D6RR1WF9,1,0,0.000123,1,1,0,null
/?customize_changeset_uuid=e517aae2-6cf6-4739-91e5-d51fa3334019&customize_theme=aurora&customize_messenger_channel=preview-0,1,0,0.000123,1,1,0,null
/view/ess-dive-ba4a9e15178b6ee-20180514T152208057394,1,0,0.000123,7,1,0,null
"/profile/CN=test-group-1,DC=dataone,DC=org",1,0,0.000123,1,1,0,null
/view/resource_map_doi:10.18739/A2V032,1,0,0.000123,1,1,0,null
/catalog/view/doi:10.18739/A2QB9V51Mdoi:10.18739/A24C4Qurn:uuid:8400608d-cecd-4b48-a446-4dacf4b43435doi:10.18739/A24N80doi:10.18739/A28C0F,1,0,0.000123,1,1,0,null
/view/doi:10.18739/A2BD0D,1,0,0.000123,1,1,0,null
/catalog/view/doi:10.18739/A2SV8Z.,1,1,0.000123,1,1,1,1
/share/modify/urn:uuid:12156a08-2f45-45ad-987a-e9505f3a3173,1,0,0.000123,3,1,0,null
/catalog/view/urn:uuid:59356179-163c-448a-94d5-d3a3657bf9a7,1,0,0.000123,2,1,0,null
/catalog/quality/doi:10.18739/A23X25,1,1,0.000123,1,1,1,1
/view/urn:uuid:5f9c8175-e19c-4715-9dc6-881632018beb,1,1,0.000123,7,2,1,0
/quality/urn:uuid:130bc82b-5a71-487a-9dff-74d8a8ef62b5,1,0,0.000123,1,1,0,null
/catalog/view/resource_map_urn:uuid:adbea5e1-c0b6-494c-a8fe-72016284454f,1,0,0.000123,1,1,0,null
/view/arctic-data.9523.1.,1,2,0.000123,3,2,2,0
/catalog/view/doi:10.18739/a2xg9f982,1,1,0.000123,1,1,1,1
/category/blog/?customize_changeset_uuid=f3b7ee2b-ca58-4aed-88f9-a9d304044dd8&customize_theme=aurora&customize_messenger_channel=preview-23&customize_autosaved=on,1,0,0.000123,1,1,0,null
/catalog/submit/urn:uuid:c84328ed-44e8-42df-880d-50fc4b480194,1,0,0.000123,1,1,0,null
/view/doi:10.18739/A2Z590,1,0,0.000123,3,1,0,null
/quality/urn:uuid:19fef645-be5d-42ef-b050-4ec8c2fdf034,1,0,0.000123,1,1,0,null
/catalog/view/doi:10.5065/D6J101B4,1,1,0.000123,1,1,1,1
/catalog/submit/urn:uuid:58f706c6-4e2a-4487-a3bf-f893264454a4,1,0,0.000123,1,1,0,null
/?preview_id=406&preview_nonce=4b6cc62db9&_thumbnail_id=-1&preview=true,1,0,0.000123,1,1,0,null
/view/urn:uuid:a2a38de0-1ebb-4462-a0c4-6121b89a3333,1,0,0.000123,3,1,0,null
/catalog/view/urn:uuid:1f8c19c6-93cc-47db-a9b6-4a19dec72d9d,1,0,0.000123,3,1,0,null
/view/doi:10.18739/A28R3C,1,0,0.000123,1,1,0,null
/catalog/view/doi:10.18739/A2W59C,1,0,0.000123,1,1,0,null
/view/ess-dive-8ce1fcdc0132654-20180330T195548278,1,0,0.000123,2,1,0,null
/catalog/submit/urn:uuid:ce085d18-c980-450b-9291-ec6e1c0cc645,1,0,0.000123,2,1,0,null
/catalog/view/resource_map_doi:10.18739/A2RR1PM28,1,0,0.000122,1,1,0,null
/view/urn:uuid:8eaa468f-484e-41ff-b33e-6ba5283e1d23,1,0,0.000122,1,1,0,null
/catalog/view/urn:uuid:b70ff037-a27b-487a-9b5d-736549e527f8,1,0,0.000122,1,1,0,null
/catalog/view/urn:uuid:82549ce1-bd56-4074-8e97-ca0150136d40,1,0,0.000122,3,2,0,null
/catalog/submit/urn:uuid:8430a36f-a4c8-442a-b726-acfd348e0c50,1,0,0.000122,1,1,0,null
/catalog/view/doi:10.18739/A2T14TP5S,1,1,0.000122,1,1,1,1
/profile/downloads/doi:10.18739/A2P55DG5N,1,0,0.000122,1,1,0,null
/view/urn:uuid:6ee11b62-6b3f-4e98-b9a7-265d32475f51,1,0,0.000122,2,1,0,null
/view/urn:uuid:faeab86b-1ef1-4b69-a371-e3a2e29782d1,1,1,0.000122,8,2,1,0
/catalog/quality/urn:uuid:a83605e4-963d-4c9f-b4f1-1a76724de268,1,0,0.000122,1,1,0,null
/catalog/view/doi:10.18739/A26M20,1,0,0.000122,1,1,0,null
/share/modify/arctic-data.14085.2,1,0,0.000122,1,1,0,null
/catalog/view/doi:10.5065/D63B5X62,1,1,0.000122,1,1,1,1
/catalog/submit/doi:10.18739/A2MC8RG6V,1,1,0.000122,1,1,1,1
/catalog/view/urn:uuid:c0a1fd42-0719-4a07-946f-f71957999d3c/,1,0,0.000122,1,1,0,null
/view/ess-dive-6c678df3a4d82d6-20180724T192110071744,1,1,0.000122,2,1,1,0
/catalog/quality/urn:uuid:71875ac7-9a9e-4a37-a69a-4a2fbf246d16,1,0,0.000122,1,1,0,null
/view/urn:uuid:439a0240-e89d-419c-8475-bb3c700a9726,1,0,0.000122,1,1,0,null
/download/fileDownload.htm?logicalFileId=3f33d786-8a59-11e1-aeba-00c0f03d5b7c,1,0,0.000122,1,1,0,null
/?s=doi:10.18739/A2N863,1,0,0.000122,1,1,0,null
/view/doi:10.18739/A2653W,1,0,0.000122,1,1,0,null
/view/urn:uuid:7b682b23-89d1-4067-8b3e-4423d85657c6,1,0,0.000122,3,1,0,null
/quality/knb.28.1,1,0,0.000122,1,1,0,null
/catalog/submit/urn:uuid:4958e625-6571-4e36-84c1-ba2f129626b6,1,0,0.000122,2,1,0,null
/catalog/view/urn:uuid:edccbe5d-ee18-4c31-a1b3-74890a8cf864,1,0,0.000122,1,1,0,null
/view/doi:10.18739/A24K6J,1,0,0.000122,2,1,0,null
/catalog/view/doi:10.18739/A2QD3Z,1,0,0.000122,1,1,0,null
/view/doi:10.18739/A2KK7Z,1,0,0.000122,2,1,0,null
/view/resource_map_doi:10.18739/A2RS9B,1,0,0.000122,1,1,0,null
/submit/doi:10.18739/A24K1N,1,0,0.000122,1,1,0,null
/view/urn:uuid:247e327a-bb50-42d4-819a-fe187c4bdbb5).,1,2,0.000122,2,2,2,0
/catalog/view/resource_map_urn:uuid:eabd8b55-292f-4d61-92fb-9a951995a937,1,0,0.000122,1,1,0,null
/about/cadis/netcdf-conversions.htm,1,1,0.000122,2,1,1,0
/submit/doi:10.18739/A20V7F,1,0,0.000122,1,1,0,null
/catalog/submit/urn:uuid:51d80b91-caa4-4e65-afb9-6c8d0ecb6918,1,1,0.000122,1,1,1,0
/share/modify/arctic-data.9827.2,1,0,0.000122,1,1,0,null
/view/doi:10.18739/A2T23F,1,0,0.000122,1,1,0,null
/catalog/view/resource_map_doi:10.18739/A22F7JR88,1,0,0.000122,2,2,0,null
/catalog/view/arctic-data.9589.1,1,0,0.000122,1,1,0,null
/submit/urn:uuid:18049e49-bcd5-4e46-aacc-211a54ea8259,1,0,0.000122,1,1,0,null
/view/doi:10.18739/A2WF94,1,0,0.000122,1,1,0,null
/catalog/view/urn:uuid:98726443-8723-4ab5-81e3-defc47aac80e,1,0,0.000122,2,1,0,null
/view/urn:uuid:59bb67c5-e803-4488-9dd0-1e3d3cbe0b01,1,0,0.000122,1,1,0,null
/view/doi:10.18739/A2GH0P,1,0,0.000122,2,1,0,null
/view/urn:uuid:749d67b6-5e70-4ada-ad91-f30583290b26<br>,1,0,0.000122,1,1,0,null
/share/modify/arctic-data.9837.1,1,0,0.000122,1,1,0,null
/view/resourceMap_arctic-data.9657.3,1,0,0.000122,1,1,0,null
/catalog/submit/urn:uuid:7ed70178-8a2b-414f-8ea8-5cbb06623673,1,0,0.000122,1,1,0,null
/catalog/view/doi:10.5065/D64J0C41,1,0,0.000122,3,2,0,null
/submit/ess-dive-566880c61b045c5-20181204T223712777,1,0,0.000122,1,1,0,null
/catalog/quality/doi:10.18739/A2DV1CP5T,1,0,0.000122,3,1,0,null
/view/doi:10.18739/A2MV6N,1,0,0.000122,1,1,0,null
/view/doi:10.18739/A21943,1,0,0.000122,1,1,0,null
/catalog/quality/urn:uuid:2252cad5-c18a-4ffe-a5ff-0c45fe787340,1,0,0.000122,1,1,0,null
/share/modify/arctic-data.13865.1,1,0,0.000122,1,1,0,null
/catalog/view/resource_map_doi:10.18739/A2125Q848,1,0,0.000122,4,1,0,null
/view/urn:uuid:9cef7a69-83ac-4a9c-8cdb-ab03f4c3079b,1,0,0.000122,1,1,0,null
/view/doi:10.18739/A2460G,1,0,0.000122,4,2,0,null
/doi:10.5065/D6B85696,1,0,0.000122,1,1,0,null
/share/modify/arctic-data.28.13,1,0,0.000122,4,1,0,null
/catalog/view/resource_map_urn:uuid:f0f88889-df69-41dc-95dd-13f29efe7bf0,1,0,0.000122,1,1,0,null
/view/resource_map_doi:10.18739/A21M3T,1,0,0.000122,4,2,0,null
/quality/knb.7534.1,1,0,0.000122,1,1,0,null
/catalog/view/doi:10.5065/D66W982C,1,0,0.000122,2,2,0,null
/data/page/166,1,0,0.000122,1,1,0,null
/quality/urn:uuid:c1496265-eb21-4c39-9af1-2fd3fc6e384b,1,2,0.000122,3,3,2,1
/view/ess-dive-c435231d59cd233-20180906T175315526607,1,0,0.000122,4,1,0,null
