Page,Users,Sessions,Users_%_of_Total,Pageviews,Unique_Pageviews,Entrances,Bounce_Rate
/catalog/submit/urn:uuid:0edacf20-65ec-48bb-8a71-d3dd14b18a06,1,1,0.000125,2,2,1,0
/view/urn:uuid:24e996c5-a83b-4336-9afa-efb11c0a721d,1,1,0.000125,2,2,1,0
/view/doi:10.18739/A2P202,1,0,0.000125,1,1,0,null
/catalog/view/urn:uuid:7e75d77b-aa53-48be-8ad1-dfce63d20d39,1,0,0.000125,4,1,0,null
/view/doi:10.5065/D6JH3J7Z?ref=moreLikeThis,1,0,0.000125,3,1,0,null
/catalog/view/urn:uuid:353e1858-3f3f-4594-92c0-d54e8e51c231,1,0,0.000125,2,2,0,null
/?customize_changeset_uuid=f3cb4511-9902-4566-bc4b-247d1e0a7c8a&customize_theme=aurora&customize_messenger_channel=preview-0,1,0,0.000125,1,1,0,null
"/catalog/view/arctic-data.14593.1""",1,0,0.000125,2,2,0,null
/catalog/view/arctic-data.14372.3,1,1,0.000125,1,1,1,1
/view/doi:10.1175/BAMS-D-13-00177.1,1,0,0.000125,1,1,0,null
/catalog/data/query=Bering Strait CTD Data,1,0,0.000125,2,1,0,null
/catalog/view/urn:uuid:4998acca-6b23-4459-a1da-b3c115c8b923,1,0,0.000125,1,1,0,null
/view/urn:uuid:6990d85e-fed7-4886-8b23-0d728d68db65,1,0,0.000125,1,1,0,null
/catalog/submit/urn:uuid:dc87ab23-1156-4c18-ad6c-f95139daaa3a,1,1,0.000125,2,2,1,0
/catalog/quality/doi:10.18739/A2PC2T85V,1,0,0.000125,1,1,0,null
/download/fileDownload.htm?logicalFileId=2d5fc90f-8a59-11e1-aeba-00c0f03d5b7c,1,0,0.000125,1,1,0,null
/catalog/view/urn:uuid:5cbec315-556b-4311-93d1-086e4f04d094,1,0,0.000125,2,1,0,null
/catalog/portals/test3.,1,1,0.000125,1,1,1,1
/catalog/view/urn:uuid:49190975-94e2-47ab-80ef-b16b23e0eb14,1,0,0.000125,3,1,0,null
/catalog/view/urn:uuid:002fb16b-691d-4923-a801-c0659974de69,1,0,0.000125,3,2,0,null
/catalog/submit/urn:uuid:0f3b0235-45e6-4f05-ade2-8d9b12ffa7e5,1,0,0.000125,1,1,0,null
/catalog/view/doi:10.18739/A28S90,1,1,0.000125,1,1,1,0
/catalog/view/doi:10.18739/A2R903,1,0,0.000125,1,1,0,null
/view/urn:uuid:74f7839c-5b70-4a3c-9802-e391bf90ddfc,1,0,0.000125,3,1,0,null
/catalog/view/urn:uuid:1ffd3679-d5bb-40fd-8dfe-9ba8f5e72e2d,1,2,0.000125,5,3,2,0.5
/catalog/submit/urn:uuid:da67e1d2-c61e-4460-b0fa-361c0d8b98c6,1,0,0.000125,1,1,0,null
/view/urn:uuid:47a6083a-6a4e-4b67-8f2e-a7967b357561,1,0,0.000125,17,1,0,null
/catalog/view/urn:uuid:c08935c7-bb65-49a6-8a3c-d065761ba4d9,1,0,0.000125,3,1,0,null
/view/arctic-data.9412.1,1,1,0.000125,2,2,1,0
/submit/ess-dive-3490787f95a063f-20180621T214229240,1,0,0.000125,2,2,0,null
/view/urn:uuid:95277d94-3f40-4606-9041-2a2d29da10e3,1,0,0.000125,1,1,0,null
/catalog/view/urn:uuid:bab477db-6645-4308-a131-ab26dc908789,1,0,0.000125,1,1,0,null
/catalog/view/resource_map_urn:uuid:614c9d35-ad13-45e3-b8bc-80bb0618fdd3,1,0,0.000125,2,1,0,null
/view/urn:uuid:1ff7f82e-7ba4-4a65-a795-b1f44007e827,1,0,0.000125,1,1,0,null
/share/modify/urn:uuid:8440cfa7-21e8-4f59-b595-78c3550b6660,1,0,0.000125,1,1,0,null
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-20,1,0,0.000125,1,1,0,null
/view/doi:10.18739/A2MC76,1,0,0.000125,1,1,0,null
/view/ess-dive-ed45ef9218636aa-20180704T204224682,1,0,0.000124,1,1,0,null
/view/ess-dive-7635102976682cc-20180724T091021333222,1,0,0.000124,6,3,0,null
/catalog/submit/urn:uuid:f923740b-ca7f-447f-b61f-0efbba6744c2,1,0,0.000124,1,1,0,null
/catalog/quality/urn:uuid:ff992bae-16f8-4e24-8fbe-eea0563981cd,1,0,0.000124,1,1,0,null
/download/fileDownload.htm?fileAccessPointId=8d3e95e1-cf97-4035-8db2-ba6d08fa2106,1,1,0.000124,1,1,1,1
/view/doi:10.18739/A2M527,1,0,0.000124,1,1,0,null
/view/autogen.2016032221252482863.4,1,0,0.000124,1,1,0,null
/catalog/quality/urn:uuid:5bd279c0-1098-41b9-84ee-fbeaa4ae84a4,1,0,0.000124,1,1,0,null
/share/modify/urn:uuid:729e347f-91ab-4b00-b5a8-b880a54de07b,1,0,0.000124,1,1,0,null
/catalog/view/urn:uuid:5adb96bb-7744-4a68-a76f-566ee3d589e0,1,1,0.000124,1,1,1,0
/profile/http://orcid.org/0000-0002-0208-7416,1,0,0.000124,1,1,0,null
/catalog/view/urn:uuid:a3433474-12f4-4644-9585-ab9aafdfe929,1,0,0.000124,3,1,0,null
/blog/2020/10/getting-credit-for-data-creation-and-curation/?preview_id=2570&preview_nonce=b4e46fa4fd&preview=true&_thumbnail_id=2571,1,0,0.000124,1,1,0,null
/catalog/view/https://pasta.lternet.edu/package/metadata/eml/knb-lter-arc/20006/8,1,1,0.000124,1,1,1,1
/view/urn:uuid:5aef5bfe-7c18-49d8-8823-1bbaa425d762,1,0,0.000124,3,2,0,null
/view/urn:uuid:2d1f3be2-c8a5-430e-9baf-e51d9662c4e9,1,0,0.000124,4,4,0,null
/download/fileDownload.htm?logicalFileId=6bef5738-8a5b-11e1-aeba-00c0f03d5b7c,1,0,0.000124,1,1,0,null
/view/urn:uuid:bb554414-951e-4281-961f-96970ed70505,1,0,0.000124,3,1,0,null
/catalog/quality/urn:uuid:a55ab791-cbea-41ee-a459-970357503e5c,1,0,0.000124,1,1,0,null
/view/urn:uuid:a8d74d9d,1,0,0.000124,1,1,0,null
/redirect.html?link=http://nsidc.org/acadis/docs/ACADIS_NSF_DMP_Template.docx,1,0,0.000124,9,2,0,null
/view/arctic-data.10516.1,1,0,0.000124,1,1,0,null
/submit/ess-dive-827a0a2d9eb1279-20180420T161819170035,1,0,0.000124,2,1,0,null
/catalog/submit/urn:uuid:50e51ecb-15f4-426d-85ca-e7882dc5f4b2,1,0,0.000124,1,1,0,null
/submit/urn:uuid:9c9ccaf5-0aea-45e5-9a0d-8750b1968ce3,1,1,0.000124,2,2,1,0
/view/doi:10.5065/D6K935MK,1,0,0.000124,1,1,0,null
/view/urn:uuid:50525a21-ed4f-4cef-90f0-6f93ff4c2630,1,0,0.000124,1,1,0,null
/catalog/view/resource_map_urn:uuid:4d41b5e7-7a2f-4874-9c21-ab4ca212d579,1,0,0.000124,1,1,0,null
/view/resource_map_doi:10.18739/A2BD3J,1,0,0.000124,3,1,0,null
/catalog/view/urn:uuid:3c1fe830-fa2b-4924-83a8-28fa74dc15fa,1,1,0.000124,1,1,1,0
/catalog/view/urn:uuid:27dac1d5-f4ec-4933-b3f8-23aa86019323,1,0,0.000124,2,1,0,null
/view/urn:uuid:2393e300-b896-4f13-b1ca-5c12d5a224a3,1,0,0.000124,1,1,0,null
/catalog/view/urn:uuid:765e0e40-064a-4149-b88d-be29c6026531,1,1,0.000124,1,1,1,0
/catalog/quality/doi:10.18739/A2MW28F6H,1,0,0.000124,3,1,0,null
/view/arctic-data.7799.1.,1,1,0.000124,1,1,1,1
/view/doi:10.18739/A2XK72,1,1,0.000124,3,3,1,0
/quality/doi:10.5065/D6KD1W1X,1,1,0.000124,1,1,1,0
/view/ess-dive-a5c68bb5d44befb-20180726T230321440,1,0,0.000124,18,2,0,null
/submit/ess-dive-30347f2788f150a-20180607T231859757,1,0,0.000124,3,1,0,null
/view/doi:10.18739/A2N32V,1,0,0.000124,1,1,0,null
/catalog/quality/urn:uuid:e51fcf7b-b132-4fd0-b4e8-cb27aac48b79,1,0,0.000124,1,1,0,null
/view/urn:uuid:3ca09dfe-a255-4035-94a9-2086ffeeadf1,1,0,0.000124,2,1,0,null
/submit/doi:10.3334/CDIAC/SSR.NDP043B,1,0,0.000124,2,1,0,null
/share/modify/doi:10.18739/A2CZ6H,1,0,0.000124,1,1,0,null
/submit/urn:uuid:e188e635-0e38-4d6b-a6cb-ba0807fcf328,1,0,0.000124,1,1,0,null
/view/urn:uuid:bdb1afd8-0f32-4844-8cc4-6bcff86ecf85,1,0,0.000124,1,1,0,null
/quality/doi:10.18739/A24Q7QP6V,1,0,0.000124,1,1,0,null
/catalog/view/urn:uuid:0e900d76-dd2b-42eb-80ca-dca2339c3201,1,0,0.000124,3,1,0,null
/catalog/data/query=urn:uuid:50f1db3c-7710-481e-80c1-a978381157f5,1,0,0.000124,2,1,0,null
/catalog/view/urn:uuid:e25b82a3-1eea-4674-a4b0-4361cd0b770e,1,0,0.000124,3,2,0,null
/catalog/quality/urn:uuid:7e3189c8-8389-4d18-b7b4-48eb38ac44ca,1,0,0.000124,2,1,0,null
/catalog/view/doi:10.5065/D6KP8095,1,1,0.000124,1,1,1,1
/catalog/view/urn:uuid:583c59dc-96a6-452a-8592-d31123fe614f,1,0,0.000124,4,1,0,null
/view/urn:uuid:f3428046-e869-485d-8466-bf280684669e,1,0,0.000124,3,2,0,null
/view/urn:uuid:c593c84f-260b-4f77-9056-3b7664229a11,1,0,0.000124,1,1,0,null
/view/urn:uuid:6df440cc-84cd-425b-b9d7-935fc8f11d71,1,0,0.000124,1,1,0,null
/view/urn:uuid:6f765b05-7d83-4370-8dba-45bdba84539a,1,1,0.000124,4,2,1,0
/view/ess-dive-8414819e95838d9-20181108T153919296,1,0,0.000124,8,1,0,null
/catalog/view/urn:uuid:ef271d62-22f9-4866-9b76-1b042cf4bd8b,1,2,0.000124,5,3,2,0
/view/ess-dive-aa6e33480c133b0-20180623T025705506,1,0,0.000124,4,1,0,null
/catalog/submit/urn:uuid:8b58b6f9-092f-4f96-bd81-b8ef6f73c527,1,0,0.000124,1,1,0,null
/catalog/view/urn:uuid:35d47fbf-24ac-4b19-b11f-32cc13cb1995,1,0,0.000124,4,2,0,null
/quality/doi:10.18739/A2D08X,1,0,0.000124,1,1,0,null
/catalog/quality/urn:uuid:31dcac0d-d2e2-4d3c-8a23-5366af6bbe2e,1,0,0.000124,1,1,0,null
/catalog/view/urn:uuid:b5f2353c-cff5-41b0-9a1b-749f6d35fae3,1,0,0.000124,2,1,0,null
/profile/http:/orcid.org/0000-0001-8888-547X,1,0,0.000124,2,2,0,null
/catalog/view/urn:uuid:c621a1dd-4521-477b-88e5-657fb20f8420,1,1,0.000124,3,3,2,0
/view/testUpdateSystemMetadata_MutableAccessPolicy_201632615714658,1,0,0.000124,1,1,0,null
/view/ess-dive-95aa0af01ba1254-20180801T045255231,1,1,0.000124,2,1,1,0
/download/fileDownload.htm?logicalFileId=3f90f446-f38d-11e4-8d59-00c0f03d5b7c,1,1,0.000124,1,1,1,0
/catalog/view/doi:10.18739/A2QJ53,1,0,0.000124,1,1,0,null
/catalog/view/urn:uuid:9a904265-ba7b-48dd-bdfc-0c04180d378d,1,2,0.000124,6,4,2,0
/view/resource_map_doi:10.18739/A2BV8X,1,1,0.000124,2,1,1,0
/view/testUpdateSystemMetadata_MutableAccessPolicy_20171112957314,1,0,0.000124,1,1,0,null
/view/doi:10.18739/A2MR4V,1,0,0.000124,1,1,0,null
/catalog/view/resource_map_urn:uuid:27b4480e-d52e-4b8a-8e3b-7bcade2284be,1,0,0.000124,5,2,0,null
/view/urn:uuid:4a79a28d-4a1b-4314-9a02-6a21cfe01355,1,0,0.000124,5,4,0,null
/view/resource_map_urn:uuid:1653ce92-7db7-42eb-a9ec-8abe2180ed5d,1,0,0.000124,1,1,0,null
/quality/doi:10.18739/A2009K,1,0,0.000124,1,1,0,null
/view/urn:uuid:26a602f0-8f8e-44b7-9d4a-102e7b8a1720,1,0,0.000124,1,1,0,null
/view/urn:uuid:6bcbedea-ed3e-43bb-9a69-e69d496bf09b,1,2,0.000124,4,2,2,0
/catalog/view/doi:10.18739/A2K93162R,1,1,0.000124,1,1,1,1
/catalog/view/doi:10.18739/A2D795B46,1,0,0.000124,2,1,0,null
/catalog/view/urn:uuid:429492b0-e097-4651-8bd2-c2a1fe00980f,1,0,0.000124,4,1,0,null
/catalog/submit/urn:uuid:6200435e-7662-4010-9019-1e48e9ec7230,1,0,0.000124,4,2,0,null
/view/doi:10.18739/A2VW65,1,0,0.000124,3,1,0,null
/catalog/quality/urn:uuid:e35ed692-7561-4afc-90da-830c43f30704,1,0,0.000124,2,1,0,null
/catalog/view/urn:uuid:cf2b3c55-91eb-4515-b21e-3ab7137982ba,1,0,0.000124,5,1,0,null
/submit/ess-dive-2429f3ca211f089-20180612T192011451,1,0,0.000124,1,1,0,null
/view/ess-dive-9da24d284f191c7-20180716T151734918082,1,0,0.000124,3,2,0,null
/view/knb.7521.2,1,0,0.000124,1,1,0,null
/catalog/view/doi:10.18739/A2599Z235,1,0,0.000124,8,3,0,null
/catalog/view/resource_map_urn:uuid:18c770b7-1f14-49f6-aac1-e66d52e67329,1,0,0.000124,5,1,0,null
/catalog/quality/urn:uuid:8d69231e-e41e-45db-9202-ab60da9d6d40,1,1,0.000124,1,1,1,1
/view/resource_map_doi:10.18739/A2DP0S,1,0,0.000124,1,1,0,null
/share/doi:10.18739/A22Q2S,1,0,0.000124,1,1,0,null
/catalog/view/urn:uuid:2da274c5-3fa8-4b31-9246-039749bfbc7a,1,1,0.000124,11,1,1,0
/view/autogen.2016032221205808990.3,1,0,0.000124,1,1,0,null
/view/ess-dive-15161f022179551-20180710T210110273422,1,0,0.000124,2,1,0,null
/view/ess-dive-19b79151a0f0dfb-20180621T211849137,1,0,0.000124,1,1,0,null
/view/urn:uuid:ee78a269-c01e-49d9-8279-d706f7e7de0c,1,1,0.000124,6,3,1,0
/catalog/view/doi:10.18739/A2J34P,1,1,0.000124,1,1,1,0
/view/ess-dive-5c62e4d4bff9206-20180726T003614855,1,0,0.000124,6,1,0,null
/catalog/view/urn:uuid:77e02f67-3a99-4b15-8bb7-986a348c4467,1,0,0.000124,1,1,0,null
/catalog/submit/doi:10.18739/A2RR1PM28,1,0,0.000124,1,1,0,null
/view/doi:10.18739/A2KP57,1,0,0.000124,2,1,0,null
/view/ess-dive-d68aeadad4a6141-20180726T171428501179,1,0,0.000124,2,2,0,null
/catalog/view/urn:uuid:dedf408e-6f00-4823-ad72-5fb5d6043f11,1,0,0.000124,1,1,0,null
/view/urn:uuid:4f4084fd-55cb-4533-935f-5f50da66724b,1,0,0.000124,2,1,0,null
/catalog/view/urn:uuid:07901bb3-0b8f-40fd-9571-27d9ef05115f,1,0,0.000124,1,1,0,null
/submit/doi:10.18739/A2D277,1,0,0.000124,1,1,0,null
/view/urn:uuid:d5ccd4b8-ad5a-46a9-afaf-82aa55a0bbc3,1,0,0.000124,1,1,0,null
/catalog/view/doi:10.5065/D6JM27S2,1,1,0.000124,1,1,1,1
/view/urn:uuid:51684612-c330-4e2b-9e6c-d039fee8455d,1,0,0.000124,9,2,0,null
/social-scientific-data-workshop/?customize_changeset_uuid=5d0aa2a0-e390-422a-9a53-f9f6dd73d73c&customize_theme=aurora&customize_messenger_channel=preview-5&customize_autosaved=on,1,0,0.000124,1,1,0,null
/catalog/submit/urn:uuid:b1aaf489-d4f6-49ae-b3b1-e5e3981c9842,1,0,0.000124,1,1,0,null
/catalog/view/urn:uuid:dc3f594b-4fec-4c92-9505-cbb6cd34723b,1,0,0.000124,2,1,0,null
/catalog/submit/urn:uuid:d809b747-06fe-4295-bb63-4445f53e04db,1,0,0.000124,1,1,0,null
/view/doi:10.18739/A2ZC3S,1,0,0.000124,2,2,0,null
/catalog/view/urn:uuid:87525ce6-9600-48be-b40e-51044f75d136,1,0,0.000124,1,1,0,null
/view/urn:uuid:db4219ec-b210-4d08-a786-248d3012e728,1,0,0.000124,2,1,0,null
/view/doi:10.18739/A29S5S,1,0,0.000124,1,1,0,null
/catalog/submit/urn:uuid:19b27198-8315-4a97-bd8c-05993da167d9,1,0,0.000124,1,1,0,null
/share/modify/arctic-data.10154.1,1,0,0.000124,2,2,0,null
/view/ess-dive-ba81a8a8e0bef31-20180330T222937741,1,0,0.000124,1,1,0,null
/view/urn:uuid:e6ed532b-6c3c-416f-977a-3d22dc44a432,1,0,0.000124,1,1,0,null
/catalog/view/urn:uuid:f32cce6f-79b1-4d93-9eed-dfcc3aa66cbc,1,0,0.000124,6,1,0,null
/submit/ess-dive-30b54714ee907e8-20180621T210226920,1,0,0.000124,1,1,0,null
/catalog/data/query=urn:uuid:50ff90e5-320b-41f9-8921-1bb1bae8682f,1,0,0.000124,1,1,0,null
/view/resource_map_doi:10.18739/A23H3D,1,0,0.000124,3,1,0,null
/profile/http://orcid.org/0000-0002-8864-5772/s=settings,1,0,0.000124,1,1,0,null
/catalog/view/urn:uuid:95ec32bf-4a05-4895-a007-d92951bea295,1,1,0.000124,3,2,1,0
/catalog/view/urn:uuid:bc50ef04-27c2-413f-a516-b89f5d0c174a,1,1,0.000124,7,2,1,0
/view/doi:10.18739/A2D892,1,0,0.000124,3,2,0,null
"/catalog/view/urn:uuid:1ac02743-202c-4ac7-9000-d1adcb3a6ad0,",1,1,0.000124,1,1,1,1
/view/doi:10.18739/A2J04N,1,1,0.000124,3,2,1,0
/share/modify/urn:uuid:4cd85ff3-6918-4612-afe3-bcbe2e97c529,1,0,0.000124,2,1,0,null
/submit/ess-dive-bbc05789573f6ef-20180523T161608855,1,0,0.000124,1,1,0,null
/view/urn:uuid:2205404f-d574-4287-97c3-a6f9709c8add,1,0,0.000124,1,1,0,null
/catalog/view/urn:uuid:c8075d0c-f2b4-4336-a729-d6057ad6d06c,1,0,0.000124,1,1,0,null
/view/resource_map_doi:10.18739/A2HB9P,1,0,0.000124,1,1,0,null
/download/fileDownload.htm?fileAccessPointId=f4b33d67-692a-4976-aa00-8cffb0f94065,1,0,0.000124,1,1,0,null
/catalog/submit/urn:uuid:f74178d6-d784-410c-8e5d-d68b54958f66,1,0,0.000124,1,1,0,null
/catalog/submit/urn:uuid:20e5c18e-a611-4c15-bdbc-24ecfced6d69,1,0,0.000124,2,1,0,null
/share/modify/arctic-data.28.9,1,0,0.000124,1,1,0,null
/portalsl/DBO,1,0,0.000124,1,1,0,null
/submit/ess-dive-1cb52abfde52179-20180704T222717109,1,0,0.000124,1,1,0,null
/catalog/view/resource_map_urn:uuid:efd6c5c6-35e9-4988-bd1e-fe6a16e890e2,1,0,0.000124,1,1,0,null
/catalog/profile/http://orcid.org/0000-0001-8851-7386/s=settings/s=groups,1,0,0.000124,1,1,0,null
/submit/ess-dive-c7d253bc8247b83-20180525T172046791,1,0,0.000124,1,1,0,null
/catalog/quality/urn:uuid:f3657733-d59e-4317-9f06-8f8cda85eaf6,1,0,0.000124,3,1,0,null
/catalog/quality/urn:uuid:43e0f2da-163d-4f48-9c51-c55e5fd07e42,1,0,0.000124,1,1,0,null
/catalog/view/https:/pasta.lternet.edu/package/metadata/eml/knb-lter-arc/20067/2,1,0,0.000124,1,1,0,null
/view/resource_map_doi:10.18739/A2M048,1,0,0.000124,1,1,0,null
/catalog/submit/urn:uuid:7659edc8-b390-49f7-9b45-5afc0f5b8af1,1,0,0.000124,2,1,0,null
/share/modify/arctic-data.14691.1,1,0,0.000124,3,3,0,null
/view/urn:uuid:aad5059b-8eda-4cc3-a862-58eb8d8093cf,1,1,0.000124,2,2,1,0
/catalog/quality/urn:uuid:91f2d968-d357-40b9-bd9d-bb1af4266fb6,1,0,0.000124,1,1,0,null
/january-2019-data-science-training-for-arctic-rese,1,1,0.000124,1,1,1,0
/?fbclid=IwAR1NAVAuRZqwoi29hR4NoNC8QeJmC_ZOASt3vVfuDkrzTwONjQCcsyM7v8s,1,2,0.000124,2,2,2,1
/catalog/submit/urn:uuid:9449da49-ff21-428d-87b1-ed612425b625,1,0,0.000124,1,1,1,null
/catalog/view/resource_map_urn:uuid:8f51e53c-e584-469f-a016-da4fb335af74,1,1,0.000124,1,1,1,0
/view/urn:uuid:f525a2ca-c1de-43e8-9a83-a365c1bd725d,1,1,0.000124,5,2,1,0
/quality/doi:10.18739/A2J085,1,0,0.000124,2,1,0,null
/quality/doi:10.18739/A2408F,1,1,0.000124,1,1,1,0
/catalog/view/urn:uuid:d893983d-6162-490c-a05e-d7f86a1e137f,1,0,0.000124,7,3,0,null
/catalog/view/urn:uuid:8e4a80f3-619a-474a-99da-b9c1e4ccf7c5,1,0,0.000124,4,1,0,null
/catalog/view/urn:uuid:de56de07-3739-4a8f-bccc-54132897c582,1,0,0.000124,2,1,0,null
/catalog/view/urn:uuid:6ff40954-a25e-4b68-bead-84e6af794b33,1,0,0.000124,2,1,0,null
/catalog/view/doi:10.18739/A2251FK78,1,0,0.000124,3,1,0,null
/catalog/view/resource_map_urn:uuid:9f93edb9-3537-4d67-a698-09c3b87452a8,1,0,0.000124,2,1,0,null
/catalog/view/doi:10.18739/A28W3825C,1,1,0.000124,1,1,1,1
/share/modify/doi:10.18739/A2NH4R,1,0,0.000124,1,1,0,null
/quality/doi:10.18739/A2HC44,1,0,0.000124,1,1,0,null
/catalog/submit/urn:uuid:fee755a7-2c90-49cf-ab93-84bf5d87f815,1,0,0.000124,1,1,0,null
/catalog/view/urn:uuid:f4865224-70b1-4938-a71c-d2020a668111,1,2,0.000124,4,2,1,0
/view/urn:uuid:229966a5-124a-49eb-bfc0-c800a07fb040,1,2,0.000124,4,2,2,0
/catalog/view/doi:10.5065/D6DJ5CRG,1,1,0.000124,1,1,1,0
/view/urn:uuid:dec5a2ce-9451-4d6e-848d-66b087590a85,1,0,0.000124,2,1,0,null
/view/doi:10.18739/A2T95M,1,0,0.000124,4,3,0,null
/catalog/data/page/151,1,0,0.000124,1,1,0,null
/catalog/submit/urn:uuid:9be12eeb-29f1-44f8-8def-51e78afc00fe,1,0,0.000124,1,1,0,null
/catalog/view/urn:uuid:b963de01-11a6-4861-9a17-f614c4095226,1,1,0.000124,5,2,1,0
/data/query=Cryosphere/page/0,1,0,0.000124,1,1,0,null
/quality/arctic-data.14289.2,1,0,0.000124,1,1,0,null
/view/urn:uuid:21440fc7-ebbf-4b1b-b40b-ec9d6765b6a5,1,0,0.000124,4,3,0,null
/view/urn:uuid:bd861662-4925-455b-9e36-57f0931dae81,1,1,0.000124,2,2,1,0
/view/doi:10.5065/D60C4SXV,1,1,0.000124,1,1,1,1
/catalog/view/urn:uuid:7cbaca68-3aef-4db9-897f-0065ffbb0679,1,0,0.000124,3,1,0,null
/catalog/view/urn:uuid:6a58ef54-9d89-4a34-9200-6c5a227547cb,1,0,0.000124,1,1,0,null
/catalog/view/urn:uuid:b78d2947-8648-4343-b47c-9bb3723ab3e1,1,0,0.000124,11,1,0,null
/catalog/quality/urn:uuid:597814db-f3ea-420c-84cc-46e48567ca94,1,0,0.000124,1,1,0,null
/view/urn:uuid:d45b72b4-0497-4a30-bb99-b0da36084e80,1,0,0.000124,1,1,0,null
/catalog/submit/urn:uuid:43440730-7f38-4e6f-9017-85a2d4612ecb,1,0,0.000124,1,1,0,null
/catalog/quality/urn:uuid:8833c902-030d-4039-b68e-9319ceb3106c,1,0,0.000124,1,1,0,null
/download/fileDownload.htm?logicalFileId=99db0338-41b4-11df-95d2-00c0f03d5b7c,1,0,0.000124,1,1,0,null
/view/arctic-data.13945.1,1,0,0.000124,1,1,0,null
/catalog/submit/urn:uuid:0e78ec73-0d56-4c1b-b315-307972d0cdb0,1,0,0.000124,1,1,0,null
/view/ess-dive-5f4132dfc8c25de-20180810T085439127304,1,0,0.000124,2,1,0,null
/catalog/profile/http://orcid.org/0000-0002-8846-7048/s=settings/s=portals,1,0,0.000124,1,1,0,null
/catalog/view/urn:uuid:e09fd30e-fe06-45a2-91b0-c184d5a04dab,1,0,0.000124,1,1,0,null
/catalog/view/arctic-data.7836.1,1,0,0.000124,2,2,0,null
/catalog/view/urn:uuid:eeda96d0-1c53-4226-ae8e-0276476a961c,1,0,0.000124,4,1,0,null
/catalog/view/urn:uuid:0beb44d1-64d8-4976-ad55-0346282e26c8,1,1,0.000124,1,1,1,0
/?customize_changeset_uuid=f3cb4511-9902-4566-bc4b-247d1e0a7c8a&customize_theme=aurora&customize_messenger_channel=preview-1&customize_autosaved=on,1,0,0.000124,1,1,0,null
/catalog/view/urn:uuid:7b24255e-5687-40b7-b269-9a4ae8b73352,1,0,0.000124,2,1,0,null
/catalog/view/doi:10.18739/A2FC7N,1,0,0.000124,1,1,0,null
/catalog/view/urn:uuid:3bf8eece-19a8-48b7-b3e4-e8f1ce086a69,1,0,0.000124,1,1,0,null
/submit/ess-dive-6940099328e84d2-20180423T195731591,1,0,0.000124,1,1,0,null
/catalog/view/urn:uuid:b8b467a6-cf92-4ad9-a672-44bc7078d58c,1,1,0.000124,5,2,1,0
/share/modify/arctic-data.9845.6,1,0,0.000124,1,1,0,null
/?customize_changeset_uuid=d9e88430-4845-4cba-96e7-60ac75e6637f&customize_theme=aurora&customize_messenger_channel=preview-2,1,0,0.000124,1,1,0,null
/catalog/quality/urn:uuid:a4869b5c-b0d7-400d-8ded-8ba94581f283,1,0,0.000124,1,1,0,null
/view/urn:uuid:57590838-fed9-4232-93ff-8b3f8cd426e4,1,0,0.000124,3,1,0,null
/quality/doi:10.18739/A2XT16,1,0,0.000124,1,1,0,null
/view/ess-dive-eefe8d1c0702d65-20180621T210500777,1,0,0.000124,2,1,0,null
/catalog/view/urn:uuid:b52a5da5-735b-402f-84a0-19c2faf258ff,1,0,0.000124,1,1,0,null
/catalog/data/query=Donald A. Walker/page/2,1,0,0.000124,1,1,0,null
/view/urn:uuid:48cd2027-8906-47e9-a1d2-9725d21e0e51,1,0,0.000124,1,1,0,null
/view/urn:uuid:7313367b-c99e-4baa-808f-fc064edf33e0,1,0,0.000124,3,1,0,null
/view/doi:10.18739/A2T14TP1V.,1,0,0.000124,1,1,0,null
/catalog/view/urn:uuid:9a8e5002-3dd4-4340-8f67-77dbbe10b08b,1,0,0.000124,1,1,0,null
/catalog/view/arctic-data.14226.1,1,0,0.000124,3,1,0,null
/share/modify/arctic-data.14201.1,1,0,0.000124,1,1,0,null
/catalog/view/doi:10.18739/A2392Z,1,0,0.000124,1,1,0,null
/view/ess-dive-93a870b69fce035-20180710T211552141621,1,0,0.000123,3,1,0,null
/view/ess-dive-65895c4a2d4a204-20180421T012506808,1,0,0.000123,3,1,0,null
/catalog/view/resource_map_urn:uuid:6c24e782-7ff5-44a7-9823-21818db18cfa,1,0,0.000123,1,1,0,null
/catalog/view/urn:uuid:29eedbd8-da20-42a0-ab94-8c62abeba2ad,1,0,0.000123,1,1,0,null
/catalog/profile/http://orcid.org/0000-0002-5069-1466,1,1,0.000123,1,1,1,0
/view/ess-dive-e15b383fb0148fb-20180907T035032097,1,0,0.000123,5,1,0,null
/catalog/submit/urn:uuid:89964542-a00a-40cc-8a47-ce4152406b6e,1,0,0.000123,1,1,0,null
/view/urn:uuid:a6552155-8937-4a40-844b-f28a9c9ec401,1,0,0.000123,3,2,0,null
/view/resource_map_urn:uuid:96265dde-ebea-4a56-a75e-997a51ffb22b,1,0,0.000123,1,1,0,null
/view/doi:10.18739/A27D2Q66H,1,0,0.000123,1,1,0,null
/view/doi:10.18739/A2VW2N,1,0,0.000123,1,1,0,null
/view/doi:10.15485/1463816,1,0,0.000123,1,1,0,null
/view/urn:uuid:2d25b8fc-2371-4cc9-b7e9-53d5b5cadfd3,1,1,0.000123,13,2,1,0
/view/urn:uuid:fa1740f9-64de-4a97-9bfe-c44c304cc8ce,1,0,0.000123,2,2,0,null
